Strike,Expiry,Contract Name,Last Trade Date,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Quote
330.0,2022-10-03,SPY221003P00330000,2022-09-16 3:40PM EDT,0.2,0.21,0.22,-0.08,-28.57%,852,1319,0.3677,2022-09-18 15:39:06.309657
335.0,2022-10-03,SPY221003P00335000,2022-09-16 3:57PM EDT,0.29,0.27,0.28,-0.06,-17.14%,182,938,0.3506,2022-09-18 15:39:06.309657
340.0,2022-10-03,SPY221003P00340000,2022-09-16 3:59PM EDT,0.36,0.35,0.36,-0.07,-16.28%,550,555,0.3335,2022-09-18 15:39:06.309657
345.0,2022-10-03,SPY221003P00345000,2022-09-16 3:54PM EDT,0.5,0.48,0.49,-0.12,-19.35%,338,416,0.3196,2022-09-18 15:39:06.309657
350.0,2022-10-03,SPY221003P00350000,2022-09-16 3:57PM EDT,0.72,0.68,0.69,-0.01,-1.37%,1050,1620,0.30760000000000004,2022-09-18 15:39:06.309657
352.0,2022-10-03,SPY221003P00352000,2022-09-16 3:59PM EDT,0.81,0.78,0.8,0.06,+8.00%,55,443,0.3037,2022-09-18 15:39:06.309657
354.0,2022-10-03,SPY221003P00354000,2022-09-16 4:01PM EDT,0.94,0.9,0.92,-0.05,-5.05%,1101,353,0.2993,2022-09-18 15:39:06.309657
355.0,2022-10-03,SPY221003P00355000,2022-09-16 4:10PM EDT,0.98,0.97,0.99,0.01,+1.03%,1703,5077,0.2974,2022-09-18 15:39:06.309657
356.0,2022-10-03,SPY221003P00356000,2022-09-16 3:41PM EDT,1.08,1.05,1.07,-0.01,-0.92%,153,524,0.2957,2022-09-18 15:39:06.309657
358.0,2022-10-03,SPY221003P00358000,2022-09-16 4:06PM EDT,1.23,1.21,1.24,-0.1,-7.52%,688,1213,0.292,2022-09-18 15:39:06.309657
360.0,2022-10-03,SPY221003P00360000,2022-09-16 4:14PM EDT,1.44,1.41,1.43,0.16,+12.50%,2720,2044,0.28800000000000003,2022-09-18 15:39:06.309657
362.0,2022-10-03,SPY221003P00362000,2022-09-16 4:10PM EDT,1.63,1.63,1.65,-0.04,-2.40%,493,440,0.2842,2022-09-18 15:39:06.309657
364.0,2022-10-03,SPY221003P00364000,2022-09-16 4:11PM EDT,1.9,1.89,1.91,0.23,+13.77%,305,834,0.2808,2022-09-18 15:39:06.309657
365.0,2022-10-03,SPY221003P00365000,2022-09-16 4:03PM EDT,2.1,2.03,2.05,0.24,+12.90%,768,1508,0.2789,2022-09-18 15:39:06.309657
366.0,2022-10-03,SPY221003P00366000,2022-09-16 4:00PM EDT,2.28,2.18,2.2,0.29,+14.57%,746,994,0.2772,2022-09-18 15:39:06.309657
368.0,2022-10-03,SPY221003P00368000,2022-09-16 4:06PM EDT,2.52,2.51,2.53,0.35,+16.13%,487,358,0.2736,2022-09-18 15:39:06.309657
370.0,2022-10-03,SPY221003P00370000,2022-09-16 4:13PM EDT,2.91,2.89,2.91,0.42,+16.87%,6072,2873,0.2703,2022-09-18 15:39:06.309657
372.0,2022-10-03,SPY221003P00372000,2022-09-16 3:59PM EDT,3.35,3.31,3.33,0.49,+17.13%,375,876,0.2666,2022-09-18 15:39:06.309657
374.0,2022-10-03,SPY221003P00374000,2022-09-16 3:59PM EDT,3.82,3.78,3.81,0.3,+8.52%,631,407,0.2632,2022-09-18 15:39:06.309657
375.0,2022-10-03,SPY221003P00375000,2022-09-16 4:14PM EDT,4.07,4.03,4.07,0.62,+17.97%,861,1052,0.2615,2022-09-18 15:39:06.309657
376.0,2022-10-03,SPY221003P00376000,2022-09-16 4:00PM EDT,4.47,4.3,4.34,0.86,+23.82%,176,355,0.2596,2022-09-18 15:39:06.309657
378.0,2022-10-03,SPY221003P00378000,2022-09-16 3:57PM EDT,4.98,4.88,4.93,0.81,+19.42%,523,4500,0.2559,2022-09-18 15:39:06.309657
380.0,2022-10-03,SPY221003P00380000,2022-09-16 4:09PM EDT,5.5,5.52,5.57,0.8,+17.02%,2603,3414,0.25170000000000003,2022-09-18 15:39:06.309657
382.0,2022-10-03,SPY221003P00382000,2022-09-16 3:59PM EDT,6.22,6.22,6.27,0.76,+13.92%,823,581,0.24719999999999998,2022-09-18 15:39:06.309657
384.0,2022-10-03,SPY221003P00384000,2022-09-16 4:07PM EDT,6.98,6.99,7.03,0.73,+11.68%,964,615,0.24230000000000002,2022-09-18 15:39:06.309657
385.0,2022-10-03,SPY221003P00385000,2022-09-16 4:09PM EDT,7.4,7.39,7.44,1.05,+16.54%,1921,3519,0.2398,2022-09-18 15:39:06.309657
386.0,2022-10-03,SPY221003P00386000,2022-09-16 4:10PM EDT,7.78,7.82,7.86,1.17,+17.70%,523,449,0.2371,2022-09-18 15:39:06.309657
388.0,2022-10-03,SPY221003P00388000,2022-09-16 3:52PM EDT,9.0,8.72,8.76,1.45,+19.21%,962,1051,0.23149999999999998,2022-09-18 15:39:06.309657
390.0,2022-10-03,SPY221003P00390000,2022-09-16 4:00PM EDT,10.03,9.69,9.74,1.7,+20.41%,693,3303,0.2257,2022-09-18 15:39:06.309657
391.0,2022-10-03,SPY221003P00391000,2022-09-16 3:59PM EDT,10.18,10.21,10.26,1.46,+16.74%,1996,1787,0.2225,2022-09-18 15:39:06.309657
392.0,2022-10-03,SPY221003P00392000,2022-09-16 4:12PM EDT,10.7,10.74,10.8,1.29,+13.71%,231,857,0.2194,2022-09-18 15:39:06.309657
393.0,2022-10-03,SPY221003P00393000,2022-09-16 3:10PM EDT,11.98,11.3,11.36,2.13,+21.62%,46,587,0.21600000000000003,2022-09-18 15:39:06.309657
394.0,2022-10-03,SPY221003P00394000,2022-09-16 4:11PM EDT,11.85,11.88,11.94,1.44,+13.83%,68,808,0.2125,2022-09-18 15:39:06.309657
395.0,2022-10-03,SPY221003P00395000,2022-09-16 3:59PM EDT,12.55,12.48,12.55,1.58,+14.40%,97,1478,0.2091,2022-09-18 15:39:06.309657
396.0,2022-10-03,SPY221003P00396000,2022-09-16 3:56PM EDT,13.4,13.11,13.18,1.69,+14.43%,111,839,0.20559999999999998,2022-09-18 15:39:06.309657
397.0,2022-10-03,SPY221003P00397000,2022-09-16 3:31PM EDT,15.0,13.62,14.06,2.5,+20.00%,20,1167,0.21059999999999998,2022-09-18 15:39:06.309657
398.0,2022-10-03,SPY221003P00398000,2022-09-16 2:21PM EDT,15.9,14.29,14.75,2.18,+15.89%,17,929,0.2077,2022-09-18 15:39:06.309657
399.0,2022-10-03,SPY221003P00399000,2022-09-16 2:18PM EDT,17.83,15.03,15.4,3.48,+24.25%,15,217,0.2022,2022-09-18 15:39:06.309657
400.0,2022-10-03,SPY221003P00400000,2022-09-16 3:45PM EDT,16.65,15.65,16.2,2.02,+13.81%,86,1313,0.20190000000000002,2022-09-18 15:39:06.309657
401.0,2022-10-03,SPY221003P00401000,2022-09-16 3:52PM EDT,16.83,16.38,16.96,1.13,+7.20%,7,635,0.19899999999999998,2022-09-18 15:39:06.309657
402.0,2022-10-03,SPY221003P00402000,2022-09-16 10:00AM EDT,20.51,17.14,17.75,6.91,+50.81%,1,662,0.19649999999999998,2022-09-18 15:39:06.309657
403.0,2022-10-03,SPY221003P00403000,2022-09-16 10:57AM EDT,21.62,17.92,18.55,5.12,+31.03%,8,295,0.1934,2022-09-18 15:39:06.309657
404.0,2022-10-03,SPY221003P00404000,2022-09-16 2:51PM EDT,20.12,18.73,19.38,2.12,+11.78%,25,200,0.19079999999999997,2022-09-18 15:39:06.309657
405.0,2022-10-03,SPY221003P00405000,2022-09-16 1:26PM EDT,22.8,19.55,20.23,3.99,+21.21%,23,227,0.1882,2022-09-18 15:39:06.309657
406.0,2022-10-03,SPY221003P00406000,2022-09-16 3:19PM EDT,22.1,20.39,21.09,5.87,+36.17%,32,91,0.1852,2022-09-18 15:39:06.309657
407.0,2022-10-03,SPY221003P00407000,2022-09-16 2:50PM EDT,23.01,21.25,21.97,4.12,+21.81%,2,194,0.1821,2022-09-18 15:39:06.309657
408.0,2022-10-03,SPY221003P00408000,2022-09-16 2:50PM EDT,23.89,22.12,22.87,3.89,+19.45%,3,134,0.1795,2022-09-18 15:39:06.309657
409.0,2022-10-03,SPY221003P00409000,2022-09-16 11:17AM EDT,25.03,23.01,23.78,4.19,+20.11%,1,108,0.17629999999999998,2022-09-18 15:39:06.309657
410.0,2022-10-03,SPY221003P00410000,2022-09-16 3:48PM EDT,25.5,23.92,24.7,4.26,+20.06%,17,242,0.1726,2022-09-18 15:39:06.309657
411.0,2022-10-03,SPY221003P00411000,2022-09-16 3:25PM EDT,26.57,24.83,25.63,4.77,+21.88%,6,205,0.168,2022-09-18 15:39:06.309657
412.0,2022-10-03,SPY221003P00412000,2022-09-16 3:26PM EDT,27.08,25.83,26.5,3.48,+14.75%,11,45,0.145,2022-09-18 15:39:06.309657
413.0,2022-10-03,SPY221003P00413000,2022-09-15 9:42AM EDT,30.11,26.69,27.52,8.11,+36.86%,4,19,0.1558,2022-09-18 15:39:06.309657
414.0,2022-10-03,SPY221003P00414000,2022-09-15 12:15PM EDT,25.46,27.64,28.47,0.0,-,1,14,0.1416,2022-09-18 15:39:06.309657
415.0,2022-10-03,SPY221003P00415000,2022-09-16 12:59PM EDT,31.58,28.59,29.44,8.49,+36.77%,10,43,0.1094,2022-09-18 15:39:06.309657
416.0,2022-10-03,SPY221003P00416000,2022-09-15 2:29PM EDT,25.77,29.55,30.41,0.0,-,8,34,0.0,2022-09-18 15:39:06.309657
417.0,2022-10-03,SPY221003P00417000,2022-09-16 10:07AM EDT,32.9,30.52,31.38,7.1,+27.52%,1,8,0.0,2022-09-18 15:39:06.309657
418.0,2022-10-03,SPY221003P00418000,2022-09-07 1:25PM EDT,25.52,31.49,32.36,0.0,-,1,10,0.0,2022-09-18 15:39:06.309657
419.0,2022-10-03,SPY221003P00419000,2022-09-13 3:49PM EDT,28.44,32.46,33.34,0.0,-,3,17,0.0,2022-09-18 15:39:06.309657
420.0,2022-10-03,SPY221003P00420000,2022-09-16 9:43AM EDT,36.64,33.44,34.33,7.36,+25.14%,2,42,0.0,2022-09-18 15:39:06.309657
421.0,2022-10-03,SPY221003P00421000,2022-09-12 11:04AM EDT,15.47,34.43,35.31,0.0,-,3,14,0.0,2022-09-18 15:39:06.309657
422.0,2022-10-03,SPY221003P00422000,2022-09-09 10:34AM EDT,19.69,35.42,36.3,0.0,-,10,21,0.0,2022-09-18 15:39:06.309657
423.0,2022-10-03,SPY221003P00423000,2022-09-16 3:53PM EDT,37.17,36.41,37.3,14.97,+67.43%,10,4,0.0,2022-09-18 15:39:06.309657
424.0,2022-10-03,SPY221003P00424000,2022-09-14 1:03PM EDT,30.53,37.4,38.29,0.0,-,5,8,0.0,2022-09-18 15:39:06.309657
425.0,2022-10-03,SPY221003P00425000,2022-09-14 3:18PM EDT,35.04,38.39,39.29,0.0,-,62,77,0.0,2022-09-18 15:39:06.309657
427.0,2022-10-03,SPY221003P00427000,2022-09-08 10:44AM EDT,29.62,40.39,41.29,0.0,-,0,3,0.0,2022-09-18 15:39:06.309657
428.0,2022-10-03,SPY221003P00428000,2022-09-08 11:05AM EDT,29.68,41.39,42.28,0.0,-,0,3,0.0,2022-09-18 15:39:06.309657
429.0,2022-10-03,SPY221003P00429000,2022-09-12 10:39AM EDT,20.75,42.38,43.28,0.0,-,1,1,0.0,2022-09-18 15:39:06.309657
430.0,2022-10-03,SPY221003P00430000,2022-09-13 11:34AM EDT,33.41,43.38,44.28,0.0,-,5,8,0.0,2022-09-18 15:39:06.309657
432.0,2022-10-03,SPY221003P00432000,2022-09-08 1:42PM EDT,34.23,45.38,46.28,0.0,-,70,14,0.0,2022-09-18 15:39:06.309657
434.0,2022-10-03,SPY221003P00434000,2022-09-16 2:48PM EDT,49.48,47.38,48.28,6.07,+13.98%,5,5,0.0,2022-09-18 15:39:06.309657
435.0,2022-10-03,SPY221003P00435000,2022-09-12 11:43AM EDT,26.58,48.38,49.28,0.0,-,1,15,0.0,2022-09-18 15:39:06.309657
440.0,2022-10-03,SPY221003P00440000,2022-08-30 12:06PM EDT,41.84,53.38,54.28,0.0,-,1,6,0.0,2022-09-18 15:39:06.309657
445.0,2022-10-03,SPY221003P00445000,2022-09-13 9:44AM EDT,45.01,58.38,59.28,0.0,-,2,2,0.0,2022-09-18 15:39:06.309657
450.0,2022-10-03,SPY221003P00450000,2022-09-16 2:12PM EDT,66.81,63.38,64.28,6.81,+11.35%,1,1,0.0,2022-09-18 15:39:06.309657
455.0,2022-10-03,SPY221003P00455000,2022-09-02 2:21PM EDT,62.89,68.38,69.28,0.0,-,1,1,0.0,2022-09-18 15:39:06.309657
460.0,2022-10-03,SPY221003P00460000,2022-09-15 12:18PM EDT,70.75,73.38,74.28,0.0,-,2,2,0.0,2022-09-18 15:39:06.309657
475.0,2022-10-03,SPY221003P00475000,2022-09-09 3:51PM EDT,69.56,88.38,89.28,0.0,-,11,11,0.0,2022-09-18 15:39:06.309657
305.0,2022-10-05,SPY221005P00305000,2022-09-16 3:07PM EDT,0.11,0.11,0.12,-0.03,-21.43%,23,260,0.4551,2022-09-18 15:39:07.972044
310.0,2022-10-05,SPY221005P00310000,2022-09-16 2:11PM EDT,0.15,0.13,0.14,0.02,+15.38%,59,1422,0.43560000000000004,2022-09-18 15:39:07.972044
315.0,2022-10-05,SPY221005P00315000,2022-09-16 12:51PM EDT,0.19,0.15,0.16,0.01,+5.56%,16,17,0.415,2022-09-18 15:39:07.972044
320.0,2022-10-05,SPY221005P00320000,2022-09-16 3:24PM EDT,0.19,0.18,0.19,0.01,+5.56%,4,175,0.39649999999999996,2022-09-18 15:39:07.972044
325.0,2022-10-05,SPY221005P00325000,2022-09-16 12:15PM EDT,0.3,0.22,0.23,0.07,+30.43%,364,240,0.3784,2022-09-18 15:39:07.972044
330.0,2022-10-05,SPY221005P00330000,2022-09-16 2:26PM EDT,0.35,0.28,0.29,-0.02,-5.41%,12,148,0.36229999999999996,2022-09-18 15:39:07.972044
335.0,2022-10-05,SPY221005P00335000,2022-09-16 1:24PM EDT,0.52,0.35,0.37,0.09,+20.93%,244,729,0.3467,2022-09-18 15:39:07.972044
340.0,2022-10-05,SPY221005P00340000,2022-09-16 3:58PM EDT,0.48,0.46,0.48,-0.08,-14.29%,331,618,0.3318,2022-09-18 15:39:07.972044
345.0,2022-10-05,SPY221005P00345000,2022-09-16 3:43PM EDT,0.68,0.63,0.64,-0.03,-4.23%,252,149,0.3184,2022-09-18 15:39:07.972044
350.0,2022-10-05,SPY221005P00350000,2022-09-16 3:59PM EDT,0.89,0.87,0.88,0.0,-,1803,4483,0.307,2022-09-18 15:39:07.972044
352.0,2022-10-05,SPY221005P00352000,2022-09-16 2:55PM EDT,1.15,0.99,1.01,0.15,+15.00%,44,415,0.3034,2022-09-18 15:39:07.972044
354.0,2022-10-05,SPY221005P00354000,2022-09-16 4:09PM EDT,1.14,1.13,1.16,-0.08,-6.56%,48,1100,0.29969999999999997,2022-09-18 15:39:07.972044
355.0,2022-10-05,SPY221005P00355000,2022-09-16 2:07PM EDT,1.76,1.21,1.23,0.56,+46.67%,102,1128,0.29710000000000003,2022-09-18 15:39:07.972044
356.0,2022-10-05,SPY221005P00356000,2022-09-16 3:52PM EDT,1.37,1.3,1.32,-0.02,-1.44%,211,266,0.2954,2022-09-18 15:39:07.972044
358.0,2022-10-05,SPY221005P00358000,2022-09-16 3:59PM EDT,1.51,1.49,1.51,-0.07,-4.43%,316,50,0.2918,2022-09-18 15:39:07.972044
360.0,2022-10-05,SPY221005P00360000,2022-09-16 3:56PM EDT,1.78,1.71,1.73,0.05,+2.89%,920,2206,0.2882,2022-09-18 15:39:07.972044
362.0,2022-10-05,SPY221005P00362000,2022-09-16 4:13PM EDT,1.98,1.96,1.98,-0.03,-1.49%,273,382,0.2848,2022-09-18 15:39:07.972044
364.0,2022-10-05,SPY221005P00364000,2022-09-16 3:03PM EDT,2.55,2.24,2.26,0.56,+28.14%,342,132,0.2813,2022-09-18 15:39:07.972044
365.0,2022-10-05,SPY221005P00365000,2022-09-16 4:06PM EDT,2.38,2.39,2.41,-0.01,-0.42%,962,1279,0.27940000000000004,2022-09-18 15:39:07.972044
366.0,2022-10-05,SPY221005P00366000,2022-09-16 3:58PM EDT,2.58,2.55,2.58,-0.01,-0.39%,337,336,0.278,2022-09-18 15:39:07.972044
368.0,2022-10-05,SPY221005P00368000,2022-09-16 4:11PM EDT,2.9,2.91,2.94,0.25,+9.43%,159,244,0.2747,2022-09-18 15:39:07.972044
370.0,2022-10-05,SPY221005P00370000,2022-09-16 4:06PM EDT,3.36,3.31,3.33,0.48,+16.67%,837,3444,0.2709,2022-09-18 15:39:07.972044
372.0,2022-10-05,SPY221005P00372000,2022-09-16 4:06PM EDT,3.78,3.76,3.78,0.08,+2.16%,441,205,0.2676,2022-09-18 15:39:07.972044
374.0,2022-10-05,SPY221005P00374000,2022-09-16 3:48PM EDT,4.58,4.25,4.28,0.76,+19.90%,358,266,0.2643,2022-09-18 15:39:07.972044
375.0,2022-10-05,SPY221005P00375000,2022-09-16 3:59PM EDT,4.57,4.51,4.55,0.5,+12.29%,422,1363,0.2626,2022-09-18 15:39:07.972044
376.0,2022-10-05,SPY221005P00376000,2022-09-16 3:57PM EDT,4.92,4.79,4.83,0.76,+18.27%,234,557,0.2608,2022-09-18 15:39:07.972044
378.0,2022-10-05,SPY221005P00378000,2022-09-16 3:30PM EDT,6.09,5.39,5.43,1.47,+31.82%,266,593,0.257,2022-09-18 15:39:07.972044
380.0,2022-10-05,SPY221005P00380000,2022-09-16 4:11PM EDT,6.04,6.04,6.08,0.64,+11.85%,1418,773,0.2529,2022-09-18 15:39:07.972044
382.0,2022-10-05,SPY221005P00382000,2022-09-16 3:42PM EDT,7.09,6.75,6.79,0.87,+13.99%,875,1158,0.2486,2022-09-18 15:39:07.972044
384.0,2022-10-05,SPY221005P00384000,2022-09-16 3:59PM EDT,7.58,7.52,7.56,1.02,+15.55%,432,524,0.244,2022-09-18 15:39:07.972044
385.0,2022-10-05,SPY221005P00385000,2022-09-16 4:11PM EDT,7.93,7.93,7.97,1.03,+14.93%,800,2541,0.2416,2022-09-18 15:39:07.972044
386.0,2022-10-05,SPY221005P00386000,2022-09-16 4:07PM EDT,8.34,8.35,8.39,1.05,+14.40%,158,444,0.239,2022-09-18 15:39:07.972044
388.0,2022-10-05,SPY221005P00388000,2022-09-16 3:57PM EDT,9.41,9.25,9.29,0.78,+9.04%,146,654,0.23379999999999998,2022-09-18 15:39:07.972044
390.0,2022-10-05,SPY221005P00390000,2022-09-16 4:13PM EDT,10.19,10.21,10.26,1.26,+14.11%,166,1630,0.22829999999999998,2022-09-18 15:39:07.972044
392.0,2022-10-05,SPY221005P00392000,2022-09-16 3:59PM EDT,11.44,11.24,11.31,1.34,+13.27%,81,813,0.2225,2022-09-18 15:39:07.972044
394.0,2022-10-05,SPY221005P00394000,2022-09-16 2:38PM EDT,13.95,12.37,12.43,2.95,+26.82%,49,1266,0.2162,2022-09-18 15:39:07.972044
395.0,2022-10-05,SPY221005P00395000,2022-09-16 4:03PM EDT,13.25,12.96,13.03,0.95,+7.72%,47,1198,0.21309999999999998,2022-09-18 15:39:07.972044
396.0,2022-10-05,SPY221005P00396000,2022-09-16 12:16PM EDT,14.43,13.57,13.64,2.33,+19.26%,26,447,0.2097,2022-09-18 15:39:07.972044
398.0,2022-10-05,SPY221005P00398000,2022-09-16 2:16PM EDT,17.22,14.84,15.18,3.73,+27.65%,33,367,0.21170000000000003,2022-09-18 15:39:07.972044
400.0,2022-10-05,SPY221005P00400000,2022-09-16 2:06PM EDT,18.65,16.05,16.59,3.91,+26.53%,8,294,0.20620000000000002,2022-09-18 15:39:07.972044
402.0,2022-10-05,SPY221005P00402000,2022-09-16 3:41PM EDT,18.18,17.5,18.08,4.43,+32.22%,10,355,0.2005,2022-09-18 15:39:07.972044
404.0,2022-10-05,SPY221005P00404000,2022-09-16 12:54PM EDT,21.8,19.03,19.66,4.68,+27.34%,2,169,0.195,2022-09-18 15:39:07.972044
405.0,2022-10-05,SPY221005P00405000,2022-09-16 3:52PM EDT,20.41,19.83,20.48,2.07,+11.29%,15,225,0.19210000000000002,2022-09-18 15:39:07.972044
406.0,2022-10-05,SPY221005P00406000,2022-09-14 11:12AM EDT,15.0,20.64,21.32,0.0,-,23,163,0.1895,2022-09-18 15:39:07.972044
408.0,2022-10-05,SPY221005P00408000,2022-09-15 11:50AM EDT,24.7,22.33,23.05,4.7,+23.50%,1,144,0.1838,2022-09-18 15:39:07.972044
410.0,2022-10-05,SPY221005P00410000,2022-09-16 3:04PM EDT,25.1,24.08,24.84,2.77,+12.40%,22,1304,0.1776,2022-09-18 15:39:07.972044
412.0,2022-10-05,SPY221005P00412000,2022-09-16 3:58PM EDT,26.25,25.88,26.68,4.63,+21.42%,9,132,0.1704,2022-09-18 15:39:07.972044
414.0,2022-10-05,SPY221005P00414000,2022-09-16 3:01PM EDT,29.08,27.73,28.55,4.87,+20.12%,2,45,0.1582,2022-09-18 15:39:07.972044
415.0,2022-10-05,SPY221005P00415000,2022-09-16 1:53PM EDT,32.43,28.67,29.5,6.15,+23.40%,1,61,0.1494,2022-09-18 15:39:07.972044
416.0,2022-10-05,SPY221005P00416000,2022-09-12 11:03AM EDT,12.45,29.62,30.46,0.0,-,2,2,0.1348,2022-09-18 15:39:07.972044
418.0,2022-10-05,SPY221005P00418000,2022-09-13 12:05PM EDT,22.7,31.54,32.39,0.0,-,1,11,0.0,2022-09-18 15:39:07.972044
420.0,2022-10-05,SPY221005P00420000,2022-09-16 2:45PM EDT,35.91,33.48,34.35,4.33,+13.71%,133,39,0.0,2022-09-18 15:39:07.972044
422.0,2022-10-05,SPY221005P00422000,2022-09-16 11:58AM EDT,38.18,35.44,36.32,15.35,+67.24%,4,10,0.0,2022-09-18 15:39:07.972044
424.0,2022-10-05,SPY221005P00424000,2022-09-06 9:47AM EDT,34.16,37.48,38.23,0.0,-,0,1,0.0,2022-09-18 15:39:07.972044
425.0,2022-10-05,SPY221005P00425000,2022-09-16 2:45PM EDT,40.81,38.4,39.29,3.82,+10.33%,131,43,0.0,2022-09-18 15:39:07.972044
426.0,2022-10-05,SPY221005P00426000,2022-09-08 10:37AM EDT,29.29,39.39,40.29,0.0,-,3,4,0.0,2022-09-18 15:39:07.972044
428.0,2022-10-05,SPY221005P00428000,2022-09-08 4:00PM EDT,29.49,41.39,42.29,0.0,-,2,4,0.0,2022-09-18 15:39:07.972044
430.0,2022-10-05,SPY221005P00430000,2022-09-14 9:43AM EDT,37.52,43.39,44.28,0.0,-,2,2,0.0,2022-09-18 15:39:07.972044
432.0,2022-10-05,SPY221005P00432000,2022-09-09 1:51PM EDT,27.78,45.38,46.28,0.0,-,14,7,0.0,2022-09-18 15:39:07.972044
435.0,2022-10-05,SPY221005P00435000,2022-09-09 2:11PM EDT,30.59,48.38,49.28,0.0,-,2,8,0.0,2022-09-18 15:39:07.972044
440.0,2022-10-05,SPY221005P00440000,2022-09-14 10:20AM EDT,47.46,53.38,54.28,0.0,-,1,23,0.0,2022-09-18 15:39:07.972044
445.0,2022-10-05,SPY221005P00445000,2022-09-16 9:50AM EDT,61.42,58.38,59.28,5.61,+10.05%,1,4,0.0,2022-09-18 15:39:07.972044
448.0,2022-10-05,SPY221005P00448000,2022-09-15 12:19PM EDT,58.55,61.38,62.28,0.0,-,2,2,0.0,2022-09-18 15:39:07.972044
475.0,2022-10-05,SPY221005P00475000,2022-09-07 2:23PM EDT,80.04,88.38,89.28,0.0,-,0,4,0.0,2022-09-18 15:39:07.972044
275.0,2022-10-07,SPY221007P00275000,2022-09-16 3:24PM EDT,0.05,0.05,0.06,-0.02,-28.57%,12,2247,0.5488000000000001,2022-09-18 15:39:09.755442
280.0,2022-10-07,SPY221007P00280000,2022-09-16 4:10PM EDT,0.07,0.06,0.07,-0.01,-12.50%,159,1738,0.5313,2022-09-18 15:39:09.755442
285.0,2022-10-07,SPY221007P00285000,2022-09-16 1:51PM EDT,0.1,0.07,0.08,-0.03,-23.08%,1,57,0.5127,2022-09-18 15:39:09.755442
290.0,2022-10-07,SPY221007P00290000,2022-09-16 4:01PM EDT,0.09,0.08,0.09,-0.02,-18.18%,2046,852,0.4961,2022-09-18 15:39:09.755442
295.0,2022-10-07,SPY221007P00295000,2022-09-16 2:59PM EDT,0.11,0.1,0.11,-0.05,-31.25%,53,393,0.4805,2022-09-18 15:39:09.755442
300.0,2022-10-07,SPY221007P00300000,2022-09-16 2:54PM EDT,0.14,0.12,0.13,0.02,+16.67%,73,1675,0.4639,2022-09-18 15:39:09.755442
305.0,2022-10-07,SPY221007P00305000,2022-09-16 3:45PM EDT,0.15,0.14,0.15,0.0,-,107,320,0.4443,2022-09-18 15:39:09.755442
310.0,2022-10-07,SPY221007P00310000,2022-09-16 2:04PM EDT,0.21,0.17,0.18,0.01,+5.00%,4,153,0.4277,2022-09-18 15:39:09.755442
315.0,2022-10-07,SPY221007P00315000,2022-09-16 3:33PM EDT,0.21,0.2,0.21,0.02,+10.53%,1220,204,0.4092,2022-09-18 15:39:09.755442
320.0,2022-10-07,SPY221007P00320000,2022-09-16 12:55PM EDT,0.32,0.24,0.25,0.02,+6.67%,105,4337,0.39159999999999995,2022-09-18 15:39:09.755442
325.0,2022-10-07,SPY221007P00325000,2022-09-16 3:30PM EDT,0.33,0.29,0.3,-0.02,-5.71%,790,24068,0.374,2022-09-18 15:39:09.755442
330.0,2022-10-07,SPY221007P00330000,2022-09-16 3:48PM EDT,0.39,0.36,0.37,-0.07,-15.22%,301,1644,0.3582,2022-09-18 15:39:09.755442
335.0,2022-10-07,SPY221007P00335000,2022-09-16 3:59PM EDT,0.46,0.45,0.46,-0.08,-14.81%,137,23624,0.3423,2022-09-18 15:39:09.755442
340.0,2022-10-07,SPY221007P00340000,2022-09-16 3:58PM EDT,0.61,0.59,0.6,-0.02,-3.17%,563,49357,0.32909999999999995,2022-09-18 15:39:09.755442
345.0,2022-10-07,SPY221007P00345000,2022-09-16 3:58PM EDT,0.8,0.78,0.8,-0.03,-3.61%,703,1170,0.31739999999999996,2022-09-18 15:39:09.755442
350.0,2022-10-07,SPY221007P00350000,2022-09-16 4:14PM EDT,1.08,1.06,1.08,0.03,+2.86%,1878,47075,0.3065,2022-09-18 15:39:09.755442
352.0,2022-10-07,SPY221007P00352000,2022-09-16 3:52PM EDT,1.27,1.2,1.23,0.15,+13.39%,4065,435,0.303,2022-09-18 15:39:09.755442
354.0,2022-10-07,SPY221007P00354000,2022-09-16 3:58PM EDT,1.38,1.37,1.39,0.0,-,1167,432,0.299,2022-09-18 15:39:09.755442
355.0,2022-10-07,SPY221007P00355000,2022-09-16 4:06PM EDT,1.47,1.46,1.48,0.1,+7.30%,382,28857,0.29710000000000003,2022-09-18 15:39:09.755442
356.0,2022-10-07,SPY221007P00356000,2022-09-16 3:40PM EDT,1.6,1.55,1.58,0.32,+25.00%,44,520,0.2954,2022-09-18 15:39:09.755442
358.0,2022-10-07,SPY221007P00358000,2022-09-16 3:54PM EDT,1.85,1.76,1.79,0.08,+4.52%,713,516,0.2918,2022-09-18 15:39:09.755442
360.0,2022-10-07,SPY221007P00360000,2022-09-16 4:13PM EDT,2.03,2.01,2.03,0.26,+14.69%,5361,6468,0.2883,2022-09-18 15:39:09.755442
362.0,2022-10-07,SPY221007P00362000,2022-09-16 4:11PM EDT,2.29,2.28,2.3,0.24,+11.71%,686,1157,0.2849,2022-09-18 15:39:09.755442
364.0,2022-10-07,SPY221007P00364000,2022-09-16 3:59PM EDT,2.62,2.58,2.61,0.37,+16.44%,830,3540,0.28190000000000004,2022-09-18 15:39:09.755442
